quote,author,tags,combined
"“i can only note that the past is beautiful because one never realises an emotion at the time. it expands later, and thus we don't have complete emotions about the present, only about the past.”",virginia woolf,"['beauty', 'emotion', 'history', 'memory', 'recollection']","“i can only note that the past is beautiful because one never realises an emotion at the time. it expands later, and thus we don't have complete emotions about the present, only about the past.” - virginia woolf [beauty, emotion, history, memory, recollection]"
"“it takes courage to love, but pain through love is the purifying fire which those who love generously know. we all know people who are so much afraid of pain that they shut themselves up like clams in a shell and, giving out nothing, receive nothing and therefore shrink until life is a mere living death.”",eleanor roosevelt,['love'],"“it takes courage to love, but pain through love is the purifying fire which those who love generously know. we all know people who are so much afraid of pain that they shut themselves up like clams in a shell and, giving out nothing, receive nothing and therefore shrink until life is a mere living death.” - eleanor roosevelt [love]"
“learn from the mistakes of others. you can never live long enough to make them all yourself.”,groucho marx,[],“learn from the mistakes of others. you can never live long enough to make them all yourself.” - groucho marx []
"“great heroes need great sorrows and burdens, or half their greatness goes unnoticed. it is all part of the fairy tale.”","peter s. beagle,","['heroes', 'inspirational']","“great heroes need great sorrows and burdens, or half their greatness goes unnoticed. it is all part of the fairy tale.” - peter s. beagle, [heroes, inspirational]"
"“i have faith that god will show you the answer. but you have to understand that sometimes it takes a while to be able to recognize what god wants you to do. that's how it often is. god's voice is usually nothing more than a whisper, and you have to listen very carefully to hear it. but other times, in those rarest of moments, the answer is obvious and rings as loud as a church bell.”","nicholas sparks,",['god'],"“i have faith that god will show you the answer. but you have to understand that sometimes it takes a while to be able to recognize what god wants you to do. that's how it often is. god's voice is usually nothing more than a whisper, and you have to listen very carefully to hear it. but other times, in those rarest of moments, the answer is obvious and rings as loud as a church bell.” - nicholas sparks, [god]"
“there's nowhere you can be that isn't where you're meant to be...”,john lennon,"['beatles', 'destiny', 'fate', 'life']","“there's nowhere you can be that isn't where you're meant to be...” - john lennon [beatles, destiny, fate, life]"
“everything must be made as simple as possible. but not simpler.”,albert einstein,"['einstein', 'paraphrased', 'science', 'systems']","“everything must be made as simple as possible. but not simpler.” - albert einstein [einstein, paraphrased, science, systems]"
“i guess thatâ€™s just part of loving people: you have to give things up. sometimes you even have to give them up.”,"lauren oliver,","['give', 'love', 'sacrifice']","“i guess thatâ€™s just part of loving people: you have to give things up. sometimes you even have to give them up.” - lauren oliver, [give, love, sacrifice]"
"“they say i'm old-fashioned, and live in the past, but sometimes i think progress progresses too fast!”",dr. seuss,"['life', 'time']","“they say i'm old-fashioned, and live in the past, but sometimes i think progress progresses too fast!” - dr. seuss [life, time]"
“words dazzle and deceive because they are mimed by the face. but black words on a white page are the soul laid bare.”,guy de maupassant,['books'],“words dazzle and deceive because they are mimed by the face. but black words on a white page are the soul laid bare.” - guy de maupassant [books]
"“when god created mothers"" when the good lord was creating mothers, he was into his sixth day of ""overtime"" when the angel appeared and said. ""you're doing a lot of fiddling around on this one."" and god said, ""have you read the specs on this order?"" she has to be completely washable, but not plastic. have 180 moveable parts...all replaceable. run on black coffee and leftovers. have a lap that disappears when she stands up. a kiss that can cure anything from a broken leg to a disappointed love affair. and six pairs of hands."" the angel shook her head slowly and said. ""six pairs of hands.... no way."" it's not the hands that are causing me problems,"" god remarked, ""it's the three pairs of eyes that mothers have to have."" that's on the standard model?"" asked the angel. god nodded. one pair that sees through closed doors when she asks, 'what are you kids doing in there?' when she already knows. another here in the back of her head that sees what she shouldn't but what she has to know, and of course the ones here in front that can look at a child when he goofs up and say. 'i understand and i love you' without so much as uttering a word."" god,"" said the angel touching his sleeve gently, ""get some rest tomorrow...."" i can't,"" said god, ""i'm so close to creating something so close to myself. already i have one who heals herself when she is sick...can feed a family of six on one pound of hamburger...and can get a nine year old to stand under a shower."" the angel circled the model of a mother very slowly. ""it's too soft,"" she sighed. but tough!"" said god excitedly. ""you can imagine what this mother can do or endure."" can it think?"" not only can it think, but it can reason and compromise,"" said the creator. finally, the angel bent over and ran her finger across the cheek. there's a leak,"" she pronounced. ""i told you that you were trying to put too much into this model."" it's not a leak,"" said the lord, ""it's a tear."" what's it for?"" it's for joy, sadness, disappointment, pain, loneliness, and pride."" you are a genius, "" said the angel. somberly, god said, ""i didn't put it there.”","erma bombeck,","['children', 'family', 'humor', 'love', 'mothers', 'mothers-day', 'sadness']","“when god created mothers"" when the good lord was creating mothers, he was into his sixth day of ""overtime"" when the angel appeared and said. ""you're doing a lot of fiddling around on this one."" and god said, ""have you read the specs on this order?"" she has to be completely washable, but not plastic. have 180 moveable parts...all replaceable. run on black coffee and leftovers. have a lap that disappears when she stands up. a kiss that can cure anything from a broken leg to a disappointed love affair. and six pairs of hands."" the angel shook her head slowly and said. ""six pairs of hands.... no way."" it's not the hands that are causing me problems,"" god remarked, ""it's the three pairs of eyes that mothers have to have."" that's on the standard model?"" asked the angel. god nodded. one pair that sees through closed doors when she asks, 'what are you kids doing in there?' when she already knows. another here in the back of her head that sees what she shouldn't but what she has to know, and of course the ones here in front that can look at a child when he goofs up and say. 'i understand and i love you' without so much as uttering a word."" god,"" said the angel touching his sleeve gently, ""get some rest tomorrow...."" i can't,"" said god, ""i'm so close to creating something so close to myself. already i have one who heals herself when she is sick...can feed a family of six on one pound of hamburger...and can get a nine year old to stand under a shower."" the angel circled the model of a mother very slowly. ""it's too soft,"" she sighed. but tough!"" said god excitedly. ""you can imagine what this mother can do or endure."" can it think?"" not only can it think, but it can reason and compromise,"" said the creator. finally, the angel bent over and ran her finger across the cheek. there's a leak,"" she pronounced. ""i told you that you were trying to put too much into this model."" it's not a leak,"" said the lord, ""it's a tear."" what's it for?"" it's for joy, sadness, disappointment, pain, loneliness, and pride."" you are a genius, "" said the angel. somberly, god said, ""i didn't put it there.” - erma bombeck, [children, family, humor, love, mothers, mothers-day, sadness]"
